0	175.474091000000
3	173.688919000000
6	171.942383000000
9	170.348358000000
12	169.082489000000
15	171.117599000000
18	173.105743000000
21	174.613480000000
24	175.815231000000
27	176.954697000000
30	178.202606000000
33	179.403412000000
36	180.188980000000
39	180.879654000000
42	181.954376000000
45	183.099014000000
48	184.066269000000
51	184.581680000000
54	185.383194000000
57	186.412582000000
60	186.954117000000
63	187.528656000000
66	187.880768000000
69	187.979935000000
72	188.031021000000
75	187.960526000000
78	187.857849000000
81	186.903763000000
84	186.086456000000
87	185.025314000000
90	183.532959000000
93	181.908340000000
96	180.321747000000
99	178.606339000000
102	176.809219000000
105	175.046829000000
108	173.147171000000
111	171.210770000000
114	169.468216000000
117	167.329681000000
120	166.180023000000
123	166.908173000000
126	168.208817000000
129	169.401474000000
132	170.658783000000
135	171.802216000000
138	173.196564000000
141	174.176910000000
144	174.890701000000
147	176.531036000000
150	177.639313000000
153	178.866058000000
156	179.817322000000
159	180.733871000000
162	182.009537000000
165	183.020142000000
168	183.777237000000
171	183.999893000000
174	184.074631000000
177	183.860519000000
180	183.001831000000
183	181.831818000000
186	180.675903000000
189	178.978958000000
192	177.183548000000
195	175.453445000000
198	173.783005000000
201	171.999207000000
204	170.257919000000
207	168.586685000000
210	167.246704000000
213	165.991653000000
216	164.452286000000
219	163.216217000000
222	161.911484000000
225	160.437393000000
228	158.966919000000
231	157.598068000000
234	157.275146000000
237	158.500305000000
240	159.405045000000
243	160.372833000000
246	161.126862000000
249	162.034119000000
252	162.950058000000
255	164.172073000000
258	165.522812000000
261	166.287369000000
264	167.036530000000
267	167.941971000000
270	169.195389000000
273	170.290878000000
276	171.312378000000
279	172
